chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr3,14949610,2,2,0,snp,"nonsnp,smallindel",bio15,8.70119431687601,1,0.0625748363408175,5_intron,intron,AT3G42870,AT3G42870,Heat shock protein,temperature,+,False,AT3G42870,0,Chr3_6341,AT3G42850;AT3G42860;AT3G42870,False,True,118.0,bio15
Chr1,4609814,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.699126256529457,2,0.2351225506175648,5_intron,intron,AT1G13440,GAPC2,"Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic (EC 1.2.1.12) (NAD-dependent glyceraldehydephosphate dehydrogenase C subunit 2)","temperature,defense",-,False,AT1G13440,0,Chr1_2343,AT1G13440,False,True,27.0,"bio1,bio11,bio15"
Chr1,11912074,2,2,0,snp,"nonsnp,smallindel",bio15,8.663975711300095,1,0.0883957797830755,5_intron,intron,AT1G32870,NAC013,NAC domain-containing protein 13 (ANAC013) (Protein NTM1-like 1),"light,oxidative",+,False,AT1G32870,0,Chr1_6487,AT1G32870,False,False,,
Chr5,2342565,11,1,10,smallindel,"nonsnp,smallindel",bio15,8.659696779779889,1,0.0665993365374478,5_intron,intron,AT5G07400,AT5G07400,Forkhead-associated domain-containing protein / FHA domain-containing protein,,+,False,AT5G07400,0,Chr5_1365,AT5G07400;AT5G07410,False,False,,
Chr1,12371440,2,2,0,snp,"nonsnp,smallindel",bio15,8.624362864209196,1,0.0876618027687072,5_intron,intron,AT1G34030,AT1G34030,,,-,False,AT1G34030,0,Chr1_6730,AT1G33860;AT1G33870;AT1G33880;AT1G33890;AT1G33900;AT1G33910;AT1G33920;AT1G33925;AT1G33930;AT1G33940;AT1G33950;AT1G33960;AT1G33970;AT1G33980;AT1G33990;AT1G34000;AT1G34010;AT1G34020;AT1G34030;AT1G34040;AT1G34041;AT1G34042;AT1G34046;AT1G34047,False,True,14.0,bio15
Chr3,22647094,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.620955535293218,1,0.1004034931009466,5_intron,intron,AT3G61180,AT3G61180,RING/U-box superfamily protein,,+,False,AT3G61180,0,Chr3_10290,AT3G61172;AT3G61175;AT3G61177;AT3G61180;AT3G61182,False,False,,
Chr1,19068703,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.597806285420887,1,0.1122299107638272,5_intron,intron,AT1G51430,AT1G51430,CTAGE family protein,,+,False,AT1G51430,0,Chr1_8599,AT1G51420;AT1G51430,False,True,13.0,bio15
Chr5,23341200,7,1,6,smallindel,"nonsnp,smallindel",bio15,8.553007452104435,1,0.0809874697165055,5_intron,intron,AT5G57630,CIPK21,CBL-interacting serine/threonine-protein kinase 21 (EC 2.7.11.1) (SNF1-related kinase 3.4) (SOS2-like protein kinase PKS23),"water,calcium",-,False,AT5G57630,0,Chr5_12040,AT5G57630,False,True,197.0,bio15
Chr5,23103187,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.514852025655356,1,0.0835638371380892,5_intron,intron,AT5G57090,PIN2,Auxin efflux carrier component 2 (AtPIN2) (Auxin efflux carrier AGR) (Ethylene-insensitive root 1) (AtEIR1) (Polar-auxin-transport efflux component AGR1) (Protein AGRAVITROPIC 1) (AtAGR1) (Protein WAVY 6),oxidative,+,False,AT5G57090,0,Chr5_11942,AT5G57090,False,True,270.0,bio15
Chr1,18070189,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.509912256061815,1,0.0547574433413418,5_intron,intron,AT1G48860,EPSPS,Putative 5-enolpyruvylshikimate-3-phosphate (EPSP) synthase (Putative 5-enolpyruvylshikimate-3-phosphate synthase),,-,False,AT1G48860,0,Chr1_8078,AT1G48860,False,False,,
Chr1,13467654,2,2,0,snp,"nonsnp,smallindel",bio1,8.504260742760938,2,0.1419017098166726,5_intron,intron,AT1G36070,AT1G36070,Transducin/WD40 repeat-like superfamily protein,,-,False,AT1G36070,0,Chr1_7100,AT1G36070,False,True,325.0,"bio1,bio10"
Chr4,5502965,3,1,2,smallindel,"nonsnp,smallindel",bio10,8.496833005492402,3,0.4630947113037109,5_intron,intron,AT4G08620,SULTR1;1,Sulfate transporter 1.1 (AST101) (High-affinity sulfate transporter 1) (Hst1At),,+,True,AT4G08620,0,Chr4_1914,AT4G08620,False,False,,
Chr3,17636161,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.442360862919832,1,0.070524432442405,5_intron,intron,AT3G47800,AT3G47800,AT3g47800/T23J7_130 (Aldose 1-epimerase-like protein),,+,False,AT3G47800,0,Chr3_7649,AT3G47800,False,True,11.0,"bio1,bio15"
Chr5,17860553,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.418705232844935,2,0.0694788640195673,5_intron,intron,AT5G44340,TUBB4,Tubulin beta-4 chain (Beta-4-tubulin),,-,False,AT5G44340,0,Chr5_8576,AT5G44340;AT5G44345;AT5G44350,False,False,,
Chr1,3778874,2,2,0,snp,"nonsnp,smallindel",pc1,8.41362820197335,4,0.0566079995848915,5_intron,intron,AT1G11260,STP1,Sugar transport protein 1 (Glucose transporter) (Hexose transporter 1),,+,False,AT1G11260,0,Chr1_1782,AT1G11260,False,True,18.0,"bio15,bio17,pc1"
Chr4,16054332,6,1,5,smallindel,"nonsnp,smallindel",bio15,8.411109194130038,1,0.0587964112108404,5_intron,intron,AT4G33300,ADR1-L1,Probable disease resistance protein At4g33300,defense,-,False,AT4G33300,0,Chr4_7952,AT4G33300;AT4G33310;AT4G33320,False,False,,
Chr3,23198308,1,2,1,smallindel,"nonsnp,smallindel",bio11,8.408624089035355,3,0.1697677807374434,5_intron,intron,AT3G62710,AT3G62710,Glycosyl hydrolase family protein,,-,False,AT3G62710,0,Chr3_10571,AT3G62710,False,False,,
Chr3,16611836,1,3,2,smallindel,"nonsnp,smallindel",bio10,8.403939486806268,1,0.0970403281125155,5_intron,intron,AT3G45280,SYP72,Syntaxin-72 (AtSYP72),defense,-,True,AT3G45280,0,Chr3_6948,AT3G45280,False,True,16.0,"bio1,bio10"
Chr1,17117190,2,2,0,snp,"nonsnp,smallindel",bio15,8.37462466128823,1,0.0544564507224343,5_intron,intron,AT1G45191,BGLU1,Beta-glucosidase 1 (AtBGLU1) (EC 3.2.1.21),,+,False,AT1G45191,0,Chr1_7586,AT1G45180;AT1G45190;AT1G45191,False,True,111.0,"bio1,bio15"
Chr1,5379560,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.365246545461671,1,0.1314741373062133,5_intron,intron,AT1G15640,AT1G15640,Transmembrane protein,,+,False,AT1G15640,0,Chr1_2717,AT1G15630;AT1G15640,False,True,7.0,bio15
Chr5,18485743,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.355684531114907,1,0.1065773530439897,5_intron,intron,AT5G45590,AT5G45590,Ribosomal protein L35,,-,False,AT5G45590,0,Chr5_9026,AT5G45590,False,True,1232.0,bio15
Chr1,8674626,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.35170716037228,1,0.0576134757562117,5_intron,intron,AT1G24470,KCR2,Very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470 (EC 1.-.-.-) (Beta-ketoacyl reductase 2) (AtKCR2),,+,False,AT1G24470,0,Chr1_4641,AT1G24470,False,False,,
Chr4,7844522,112,1,111,sv,"nonsnp,sv",bio10,8.34092242833028,1,0.0644908818331631,5_intron,intron,AT4G13495,AT4G13495,,,+,True,AT4G13495,0,Chr4_3415,AT4G13495,False,True,154.0,"bio1,bio10"
Chr3,15752255,1,2,1,smallindel,"nonsnp,smallindel",pc1,8.317035503048373,1,0.0749884681268171,5_intron,intron,AT3G43910,AT3G43910,MutS2,,+,False,AT3G43910,0,Chr3_6480,AT3G43860;AT3G43870;AT3G43880;AT3G43890;AT3G43900;AT3G43910,False,False,,
Chr3,19574982,1,2,1,smallindel,"nonsnp,smallindel",bio1,8.260257599143161,1,0.0670377232811667,5_intron,intron,AT3G52820,PAP22,Purple acid phosphatase 22 (EC 3.1.3.2),,-,False,AT3G52820,0,Chr3_8787,AT3G52810;AT3G52820,False,False,,
Chr3,6404873,1,2,1,smallindel,"nonsnp,smallindel",bio10,8.22794543329192,1,0.329271446574818,5_intron,intron,AT3G18610,NUCL2,Nucleolin 2 (Protein NUCLEOLIN LIKE 2) (AtNUC-L2) (Protein PARALLEL LIKE 1) (AtPARLL1),,-,False,AT3G18610,0,Chr3_3129,AT3G18610,False,True,671.0,bio10
Chr5,16367086,10,1,9,smallindel,"nonsnp,smallindel",pc1,8.215018136683367,2,0.0567711862650784,5_intron,intron,AT5G40850,UPM1,"S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase, chloroplastic (Urophorphyrin III methylase) (EC 2.1.1.107) (Urophorphyrin methylase 1) (AtUPM1)","temperature,light",+,False,AT5G40850,0,Chr5_7243,AT5G40850;AT5G40855;AT5G40860,False,False,,
Chr2,10719536,2,1,1,smallindel,"nonsnp,smallindel",bio3,8.196432311206676,2,0.1394814144481312,5_intron,intron,AT2G25170,PKL,CHD3-type chromatin-remodeling factor PICKLE (EC 3.6.4.-) (Protein CHROMATIN REMODELING 6) (AtCHR6) (Protein GYMNOS),water,+,False,AT2G25170,0,Chr2_3905,AT2G25169;AT2G25170;AT2G25171;AT2G25180,False,False,,
Chr1,21035922,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.176864968255122,1,0.0725111852992664,5_intron,intron,AT1G56210,HIPP35,Heavy metal-associated isoprenylated plant protein 35 (AtHIP35),,+,False,AT1G56210,0,Chr1_9631,AT1G56210,False,True,19.0,bio15
Chr2,10045459,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.175680056029266,1,0.2092378789728338,5_intron,intron,AT2G23610,MES3,Methylesterase 3 (AtMES3) (EC 3.1.1.-),defense,-,True,AT2G23610,0,Chr2_3504,AT2G23600;AT2G23610,False,True,198.0,"bio1,bio15,bio3"
Chr3,19533160,1,3,2,smallindel,"nonsnp,smallindel",bio3,8.135748001810887,2,0.2818307226354425,5_intron,intron,AT3G52700,AT3G52700,Uncharacterized protein,,-,True,AT3G52700,0,Chr3_8756,AT3G52690;AT3G52700;AT3G52710,False,False,,
Chr5,18346501,1,4,3,smallindel,"nonsnp,smallindel",bio15,8.110557365128887,1,0.2379590814763849,5_intron,intron,AT5G45280,PAE11,Pectin acetylesterase 11 (EC 3.1.1.-),,+,False,AT5G45280,0,Chr5_8882,AT5G45280,False,False,,
Chr5,23848025,26,1,25,smallindel,"nonsnp,smallindel",bio10,8.094914415014044,2,0.203672170639038,5_intron,intron,AT5G59080,AT5G59080,Uncharacterized protein,oxidative,-,False,AT5G59080,0,Chr5_12297,AT5G59080,False,True,2.0,"bio1,bio10"
Chr5,7684438,2,2,0,snp,"nonsnp,smallindel",bio15,8.078536473834475,1,0.124264587055553,5_intron,intron,AT5G22960,SCPL54,Putative serine carboxypeptidase-like 54,,-,False,AT5G22960,0,Chr5_3890,AT5G22960;AT5G22970;AT5G22980,False,False,,
Chr1,5020237,7,1,6,smallindel,"nonsnp,smallindel",pc1,8.07644471780635,3,0.0637008927085183,5_intron,intron,AT1G14630,AT1G14630,XRI1-like protein,,+,False,AT1G14630,0,Chr1_2523,AT1G14630,False,False,,
Chr5,21178941,1,4,3,smallindel,"nonsnp,smallindel",bio15,8.076006533050233,1,0.0816702029921791,5_intron,intron,AT5G52120,PP2A14,F-box protein PP2-A14 (Protein PHLOEM PROTEIN 2-LIKE A14) (AtPP2-A14) (SKP1-interacting partner 13),,-,False,AT5G52120,0,Chr5_10721,AT5G52120,False,True,4.0,bio15
Chr5,26789509,2,1,1,smallindel,"nonsnp,smallindel",pc1,8.044719457266758,2,0.1022030006755482,5_intron,intron,AT5G67120,CTL11,RING-type E3 ubiquitin transferase (EC 2.3.2.27),,-,False,AT5G67120,0,Chr5_13966,AT5G67120,False,True,269.0,"bio15,bio3,pc1"
Chr3,19212510,1,2,1,smallindel,"nonsnp,smallindel",bio5,7.97244216437088,1,0.07787409695712,5_intron,intron,AT3G51800,EBP1,ERBB-3 BINDING PROTEIN 1 (AtEBP1) (Proliferation-associated protein G2p) (AtG2) (Protein CELL-PROLIFERATION-RELATED) (AtCPR),,-,False,AT3G51800,0,Chr3_8594,AT3G51770;AT3G51780;AT3G51790;AT3G51800,False,False,,
Chr5,24601847,28,1,27,smallindel,"nonsnp,smallindel",bio8,7.933069356966005,1,0.2052867846055464,5_intron,intron,AT5G61140,BRR2C,DExH-box ATP-dependent RNA helicase DExH14 (EC 3.6.4.13) (BRR2 homolog C) (AtBRR2C) (Pre-mRNA-splicing helicase BRR2C),,+,True,AT5G61140,0,Chr5_12733,AT5G61140,False,True,54.0,bio8
Chr3,784884,2,2,0,snp,"nonsnp,smallindel",bio15,7.908175961302981,1,0.2851598479531028,5_intron,intron,AT3G03330,AT3G03330,NAD(P)-binding Rossmann-fold superfamily protein,,-,False,AT3G03330,0,Chr3_425,AT3G03330;AT3G03340;AT3G03341;AT3G03350;AT3G03360;AT3G03370,False,False,,
Chr5,17363554,1,10,9,smallindel,"nonsnp,smallindel",bio10,7.90525806145155,2,0.2185093272816051,5_intron,intron,AT5G43270,SPL2,Squamosa promoter-binding-like protein 2,,-,False,AT5G43270,0,Chr5_8084,AT5G43270,False,True,51.0,"bio1,bio10"
Chr5,10926456,263,1,262,sv,"nonsnp,sv",bio15,7.905117545194823,4,0.3861380923878063,5_intron,intron,AT5G28900,B''GAMMA,"Probable serine/threonine protein phosphatase 2A regulatory subunit B''gamma (AtB''gamma) (Serine/threonine protein phosphatase 2A regulatory subunit B''beta 2 isoform) (AtB''beta 2) (PP2A, B'' subunit, beta 2 isoform)",calcium,+,False,AT5G28900,0,Chr5_5520,AT5G28900;AT5G28910,False,False,,
Chr1,16578719,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.859045230702176,1,0.2805089517073198,5_intron,intron,AT1G43800,S-ACP-DES6,"Stearoyl-[acyl-carrier-protein] 9-desaturase 6, chloroplastic (Stearoyl-ACP desaturase 6) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 6)",oxidative,+,False,AT1G43800,0,Chr1_7375,AT1G43800,False,False,,
Chr1,4737257,2,1,1,smallindel,"nonsnp,smallindel",bio11,7.857120498819108,2,0.0743915438652038,5_intron,intron,AT1G13820,AT1G13820,Alpha/beta-Hydrolases superfamily protein,,+,False,AT1G13820,0,Chr1_2387,AT1G13800;AT1G13810;AT1G13820,False,False,,
Chr1,15982662,12,1,11,smallindel,"nonsnp,smallindel",bio15,7.851377836693113,1,0.0593339096416126,5_intron,intron,AT1G42560,MLO9,MLO-like protein 9 (AtMlo9),"defense,calcium",-,False,AT1G42560,0,Chr1_7254,AT1G42560,False,True,938.0,bio15
Chr5,15135300,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.847512340546682,1,0.2657458998940207,5_intron,intron,AT5G37990,AT5G37990,Probable S-adenosylmethionine-dependent methyltransferase At5g37990 (EC 2.1.1.-),,-,False,AT5G37990,0,Chr5_6476,AT5G37950;AT5G37960;AT5G37970;AT5G37980;AT5G37990;AT5G38000;AT5G38005;AT5G38010;AT5G38020,False,False,,
Chr5,25667935,1,3,2,smallindel,"nonsnp,smallindel",bio8,7.825547132521239,1,0.1923153400421142,5_intron,intron,AT5G64140,RPS28C,Small ribosomal subunit protein eS28x (40S ribosomal protein S28-2),,-,False,AT5G64140,0,Chr5_13317,AT5G64130,True,False,,
Chr1,5931469,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.821424827853824,1,0.4851995814930309,5_intron,intron,AT1G17330,AT1G17330,Metal-dependent phosphohydrolase,,+,False,AT1G17330,0,Chr1_3036,AT1G17330,False,True,10.0,"bio10,bio15"
Chr5,26079154,13,1,12,smallindel,"nonsnp,smallindel",bio10,7.819510873070968,2,0.0973263328725641,5_intron,intron,AT5G65250,AT5G65250,Uncharacterized protein At5g65250,,-,False,AT5G65250,0,Chr5_13537,AT5G65240;AT5G65250;AT5G65260;AT5G65270;AT5G65274;AT5G65280,False,False,,
Chr5,8159832,58,1,57,sv,sv,bio15,7.817769522876365,1,0.0874882069501009,5_intron,intron,AT5G24120,SIGE,"RNA polymerase sigma factor sigE, chloroplastic/mitochondrial (Sigma factor E) (Sigma-E) (RNA polymerase sigma factor sig5) (Atsig5) (Sigma factor 5)","water,light,defense",-,False,AT5G24120,0,Chr5_4201,AT5G24030;AT5G24040,True,True,17.0,bio15
Chr1,28767614,1,13,12,smallindel,"nonsnp,smallindel",bio10,7.811617928268484,1,0.0691520788452842,5_intron,intron,AT1G76650,CML38,Calcium-binding protein CML38 (Calmodulin-like protein 38),"oxidative,calcium",-,False,AT1G76650,0,Chr1_15080,AT1G76650,False,False,,
Chr3,17636311,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.787741456350086,1,0.0686927979642694,5_intron,intron,AT3G47800,AT3G47800,AT3g47800/T23J7_130 (Aldose 1-epimerase-like protein),,+,False,AT3G47800,0,Chr3_7649,AT3G47800,False,True,3.0,"bio1,bio15"
Chr3,16936586,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.78641691154498,1,0.0536281574856151,5_intron,intron,AT3G46120,PAP19,Purple acid phosphatase 19 (EC 3.1.3.2),,-,False,AT3G46120,0,Chr3_7139,AT3G46100;AT3G46110;AT3G46120,False,True,413.0,bio15
Chr5,23202200,1,5,4,smallindel,"nonsnp,smallindel",bio10,7.782019410830819,1,0.459203763441606,5_intron,intron,AT5G57270,MJB24.8,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",temperature,-,False,AT5G57270,0,Chr5_12000,AT5G57260;AT5G57270,False,True,823.0,"bio10,bio15"
Chr1,21939211,1,2,1,smallindel,"nonsnp,smallindel",bio4,7.769033858128345,2,0.1410190950740467,5_intron,intron,AT1G59710,AT1G59710,Actin cross-linking protein (DUF569),,+,False,AT1G59710,0,Chr1_10184,AT1G59710,False,False,,
Chr4,2633017,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.764886847974551,1,0.0544292276555841,5_intron,intron,AT4G05120,ENT3,Equilibrative nucleotide transporter 3 (AtENT3) (Nucleoside transporter ENT3) (Protein FLUOROURIDINE RESISTANT 1),,-,False,AT4G05120,0,Chr4_1501,AT4G05120,False,False,,
Chr3,15753728,1,25,24,smallindel,"nonsnp,smallindel",bio6,7.75769851628134,1,0.0517653660340742,5_intron,intron,AT3G43920,DCL3,Endoribonuclease Dicer homolog 3 (EC 3.1.26.-) (Dicer-like protein 3) (AtDCL3),"flowering,defense",+,False,AT3G43920,0,Chr3_6483,AT3G43920,False,False,,
Chr2,12797848,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.743878812923771,1,0.2266792167316783,5_intron,intron,AT2G29995,PSY3,Protein PSY3 [Cleaved into: Tyrosine-sulfated glycopeptide 3],,-,False,AT2G29995,0,Chr2_5078,AT2G29995,False,False,,
Chr5,25101742,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.723974395678595,1,0.4344964894381436,5_intron,intron,AT5G62530,ALDH12A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1, mitochondrial (AtP5CDH) (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 12 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)","water,oxidative",-,False,AT5G62530,0,Chr5_12999,AT5G62520;AT5G62530,False,False,,
Chr5,5821256,2,3,1,smallindel,"nonsnp,smallindel",bio15,7.722167673365663,1,0.0912529121745716,5_intron,intron,AT5G17670,MVA3.2,Uncharacterized protein At5g17670 (Uncharacterized protein MVA3.2),,+,False,AT5G17670,0,Chr5_2838,AT5G17650;AT5G17660;AT5G17670,False,True,282.0,bio15
Chr5,4316146,1,2,1,smallindel,"nonsnp,smallindel",bio8,7.708958083247062,1,0.0912840908223932,5_intron,intron,AT5G13460,IQD11,Protein IQ-DOMAIN 11 (AtIQD11),"temperature,calcium",+,False,AT5G13460,0,Chr5_2141,AT5G13460;AT5G13470;AT5G13480,False,True,465.0,bio8
Chr1,12688123,2,2,0,snp,"nonsnp,smallindel",bio15,7.695855294552834,1,0.2733766815879128,5_intron,intron,AT1G34640,AT1G34640,Peptidase,,-,False,AT1G34640,0,Chr1_6821,AT1G34640,False,True,37.0,bio15
Chr1,16866149,3,1,2,smallindel,"nonsnp,smallindel",bio2,7.692411961426765,1,0.3786740736527876,5_intron,intron,AT1G44542,CYCLASE3,Cyclase-like protein 3,,-,False,AT1G44542,0,Chr1_7471,AT1G44478;AT1G44542,False,False,,
Chr4,7145097,1,8,7,smallindel,"nonsnp,smallindel",bio15,7.691872698482676,1,0.1163241321390325,5_intron,intron,AT4G11880,AGL14,Agamous-like MADS-box protein AGL14 (Protein XAANTAL 2),flowering,+,False,AT4G11880,0,Chr4_2863,AT4G11876;AT4G11880;AT4G11890,False,False,,
Chr5,22434910,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.663273527862213,2,0.0812402746894142,5_intron,intron,AT5G55310,TOP1B,DNA topoisomerase 1 beta (EC 5.6.2.1) (DNA topoisomerase 1),,-,False,AT5G55310,0,Chr5_11559,AT5G55310;AT5G55320;AT5G55330,False,False,,
Chr5,24214441,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.620970923436402,1,0.0669005567377263,5_intron,intron,AT5G60140,AT5G60140,B3 domain-containing protein At5g60140,,-,False,AT5G60140,0,Chr5_12569,AT5G60130;AT5G60140;AT5G60142;AT5G60150;AT5G60160;AT5G60170;AT5G60180;AT5G60190,False,False,,
Chr1,11235290,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.618865919007619,1,0.059248154813593,5_intron,intron,AT1G31360,RECQL2,ATP-dependent DNA helicase Q-like 2 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ2) (RecQ-like protein 2) (AtRQ2) (AtRecQ2) (AtRecQl2),,+,False,AT1G31360,0,Chr1_6022,AT1G31360,False,False,,
Chr3,5353113,1,8,7,smallindel,"nonsnp,smallindel",bio15,7.608862861579071,1,0.344345829703591,5_intron,intron,AT3G15820,ROD1,Phosphatidylcholine:diacylglycerol cholinephosphotransferase 1 (AtPDCT1) (EC 2.7.8.-) (Protein REDUCED OLEATE DESATURATION 1),,+,False,AT3G15820,0,Chr3_2567,AT3G15820,False,False,,
Chr5,26789293,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.585332325150951,1,0.1717827970331365,5_intron,intron,AT5G67120,CTL11,RING-type E3 ubiquitin transferase (EC 2.3.2.27),,-,False,AT5G67120,0,Chr5_13965,AT5G67110;AT5G67120,False,True,485.0,"bio15,bio3,pc1"
Chr3,8340044,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.572380986828543,1,0.1151585904034701,5_intron,intron,AT3G23310,AT3G23310,Uncharacterized protein At3g23310,,+,False,AT3G23310,0,Chr3_4138,AT3G23310,False,False,,
Chr1,7126022,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.552816926197591,1,0.1506637118079445,5_intron,intron,AT1G20570,AT1G20570,Gamma-tubulin complex component,,-,False,AT1G20570,0,Chr1_3661,AT1G20570,False,False,,
Chr4,8496672,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.524200514826907,1,0.072128566828641,5_intron,intron,AT4G14790,SUV3,"DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (EC 3.6.4.13) (ATP-dependent RNA helicase SUV3) (AtSUV3) (Protein EMBRYO SAC DEVELOPMENT ARREST 15) (Protein POLLEN DEVELOPMENT DEFECTIVE 17) (Protein POLLEN DEVELOPMENT DEFECTIVE 26) (Protein SUPPRESSOR OF VAR 3)",,-,False,AT4G14790,0,Chr4_3908,AT4G14785;AT4G14790;AT4G14800,False,False,,
Chr5,420879,2,2,0,snp,"nonsnp,smallindel",bio15,7.519395365979188,1,0.0871287475932728,5_intron,intron,AT5G02130,NDP1,Tetratricopeptide repeat (TPR)-like superfamily protein,,-,False,AT5G02130,0,Chr5_263,AT5G02130,False,False,,
Chr5,23228330,7,1,6,smallindel,"nonsnp,smallindel",bio11,7.515222358900776,1,0.128499681299383,5_intron,intron,AT5G57340,MJB24.15,Ras guanine nucleotide exchange factor Q-like protein,,+,False,AT5G57340,0,Chr5_12014,AT5G57340,False,True,416.0,"bio1,bio10,bio15,bio5,pc1"
Chr5,425846,9,1,8,smallindel,"nonsnp,smallindel",bio15,7.498405142227635,1,0.0914200652729381,5_intron,intron,AT5G02150,FES1C,Fes1C,,-,False,AT5G02150,0,Chr5_264,AT5G02130;AT5G02140;AT5G02150;AT5G02160,False,False,,
Chr3,9077003,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.486733337822763,1,0.0678649057041515,5_intron,intron,AT3G24870,EAF1B,Chromatin modification-related protein EAF1 B (ESA1-associated factor 1 B),flowering,-,False,AT3G24870,0,Chr3_4634,AT3G24870,False,False,,
Chr4,8626855,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.479348038033232,2,0.0607560764659534,5_intron,intron,AT4G15100,SCPL30,Putative serine carboxypeptidase-like 30 (EC 3.4.16.-),,+,False,AT4G15100,0,Chr4_3983,AT4G15100,False,False,,
Chr5,25913111,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.467810702579757,1,0.0510738817128268,5_intron,intron,AT5G64816,AT5G64816,Uncharacterized protein At5g64816,,+,False,AT5G64816,0,Chr5_13454,AT5G64813;AT5G64816;AT5G64820;AT5G64830;AT5G64840,False,False,,
Chr5,8008567,2,2,0,snp,"nonsnp,smallindel",bio15,7.467137543160038,1,0.2191341140053489,5_intron,intron,AT5G23740,RPS11C,Small ribosomal subunit protein uS17x (40S ribosomal protein S11-3),,-,False,AT5G23740,0,Chr5_4101,AT5G23740,False,False,,
Chr1,25503309,26,1,25,smallindel,"nonsnp,smallindel",bio10,7.461584869239787,1,0.0804852518168362,5_intron,intron,AT1G68040,AT1G68040,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,defense,+,False,AT1G68040,0,Chr1_13027,AT1G68040,False,False,,
